date,day_of_week,montemp_fth,,rain,snow,holiday,local_event,end_of_month,people
2013-06-06,Thursday,6,64.1,0,0,0,0,0,34
2013-06-07,Friday,6,60.8,0,0,0,0,0,25
2013-06-08,Saturday,6,66.1,0,0,0,1,0,48
2013-06-09,Sunday,6,57.0,1,0,0,1,0,54
2013-06-10,Monday,6,50.8,0,0,0,0,0,38
2013-06-11,Tuesday,6,66.1,0,0,0,0,0,44
2013-06-12,Wednesday,6,53.4,0,0,0,0,0,40
2013-06-13,Thursday,6,69.6,1,0,0,1,0,47
2013-06-14,Friday,6,41.6,0,0,0,0,0,38
2013-06-15,Saturday,6,67.5,0,0,0,0,0,47
2013-06-16,Sunday,6,52.6,0,0,0,1,0,50
2013-06-17,Monday,6,53.0,0,0,0,0,0,34
2013-06-18,Tuesday,6,48.2,0,0,0,0,0,33
2013-06-19,Wednesday,6,59.4,0,0,0,0,0,38
2013-06-20,Thursday,6,65.0,0,0,0,0,0,39
2013-06-21,Friday,6,51.8,0,0,0,1,0,46
2013-06-22,Saturday,6,63.1,0,0,0,0,0,43
2013-06-23,Sunday,6,65.2,0,0,0,0,0,45
2013-06-24,Monday,6,43.5,0,0,0,0,0,45
2013-06-25,Tuesday,6,59.7,0,0,0,0,0,44
2013-06-26,Wednesday,6,61.6,0,0,0,0,0,39
2013-06-27,Thursday,6,59.0,0,0,0,0,1,43
2013-06-28,Friday,6,63.4,1,0,0,1,1,53
2013-06-29,Saturday,6,69.7,0,0,0,0,1,49
2013-06-30,Sunday,6,56.0,0,0,0,0,1,48
2013-07-01,Monday,7,68.8,0,0,0,0,0,35
2013-07-02,Tuesday,7,66.9,0,0,0,0,0,42
2013-07-03,Wednesday,7,76.8,0,0,0,0,0,38
2013-07-04,Thursday,7,73.5,0,0,1,0,0,48
2013-07-05,Friday,7,75.5,0,0,0,0,0,38
2013-07-06,Saturday,7,70.9,1,0,0,0,0,48
2013-07-07,Sunday,7,80.4,0,0,0,0,0,51
2013-07-08,Monday,7,74.0,1,0,0,0,0,40
2013-07-09,Tuesday,7,81.9,0,0,0,0,0,37
2013-07-10,Wednesday,7,79.5,0,0,0,0,0,34
2013-07-11,Thursday,7,77.0,0,0,0,1,0,47
2013-07-12,Friday,7,80.9,0,0,0,1,0,46
2013-07-13,Saturday,7,70.3,0,0,0,0,0,35
2013-07-14,Sunday,7,79.8,1,0,0,0,0,48
2013-07-15,Monday,7,74.9,0,0,0,0,0,38
2013-07-16,Tuesday,7,69.0,0,0,0,0,0,39
2013-07-17,Wednesday,7,74.0,1,0,0,0,0,43
2013-07-18,Thursday,7,77.5,0,0,0,0,0,42
2013-07-19,Friday,7,74.3,0,0,0,0,0,34
2013-07-20,Saturday,7,74.9,1,0,0,0,0,45
2013-07-21,Sunday,7,82.2,1,0,0,1,0,41
2013-07-22,Monday,7,77.1,0,0,0,0,0,31
2013-07-23,Tuesday,7,80.3,0,0,0,0,0,35
2013-07-24,Wednesday,7,76.6,0,0,0,0,0,37
2013-07-25,Thursday,7,73.3,1,0,0,0,0,41
2013-07-26,Friday,7,74.2,0,0,0,0,0,33
2013-07-27,Saturday,7,66.7,1,0,0,0,1,53
2013-07-28,Sunday,7,78.8,0,0,0,0,1,44
2013-07-29,Monday,7,82.9,0,0,0,0,1,42
2013-07-30,Tuesday,7,81.0,0,0,0,1,1,49
2013-07-31,Wednesday,7,91.6,0,0,0,0,1,48
2013-08-01,Thursday,8,81.4,0,0,0,0,0,42
2013-08-02,Friday,8,65.9,0,0,0,0,0,31
2013-08-03,Saturday,8,75.2,0,0,0,0,0,48
2013-08-04,Sunday,8,78.3,1,0,0,0,0,46
2013-08-05,Monday,8,73.5,0,0,0,0,0,38
2013-08-06,Tuesday,8,85.5,1,0,0,0,0,43
2013-08-07,Wednesday,8,69.5,0,0,0,0,0,35
2013-08-08,Thursday,8,70.6,0,0,0,0,0,39
2013-08-09,Friday,8,77.7,0,0,0,1,0,45
2013-08-10,Saturday,8,70.1,0,0,0,0,0,36
2013-08-11,Sunday,8,77.1,0,0,0,0,0,45
2013-08-12,Monday,8,78.5,1,0,0,0,0,37
2013-08-13,Tuesday,8,79.7,0,0,0,0,0,43
2013-08-14,Wednesday,8,86.2,1,0,0,0,0,43
2013-08-15,Thursday,8,69.8,0,0,0,1,0,44
2013-08-16,Friday,8,84.1,1,0,0,0,0,43
2013-08-17,Saturday,8,80.3,0,0,0,0,0,41
2013-08-18,Sunday,8,78.1,0,0,0,0,0,47
2013-08-19,Monday,8,75.0,0,0,0,0,0,40
2013-08-20,Tuesday,8,71.1,0,0,0,0,0,44
2013-08-21,Wednesday,8,80.8,0,0,0,1,0,34
2013-08-22,Thursday,8,88.3,0,0,0,1,0,45
2013-08-23,Friday,8,86.1,0,0,0,0,0,38
2013-08-24,Saturday,8,68.1,0,0,0,0,0,43
2013-08-25,Sunday,8,75.7,1,0,0,0,0,53
2013-08-26,Monday,8,77.2,1,0,0,0,0,43
2013-08-27,Tuesday,8,63.7,0,0,0,0,1,50
2013-08-28,Wednesday,8,73.4,0,0,0,0,1,43
2013-08-29,Thursday,8,79.2,0,0,0,0,1,38
2013-08-30,Friday,8,67.6,0,0,0,0,1,37
2013-08-31,Saturday,8,75.9,0,0,0,0,1,45
2013-09-01,Sunday,9,53.1,0,0,0,0,0,50
2013-09-02,Monday,9,74.9,0,0,0,0,0,34
2013-09-03,Tuesday,9,69.5,1,0,0,0,0,42
2013-09-04,Wednesday,9,59.1,0,0,0,0,0,41
2013-09-05,Thursday,9,63.9,1,0,0,0,0,42
2013-09-06,Friday,9,62.4,0,0,0,0,0,39
2013-09-07,Saturday,9,53.6,0,0,0,0,0,45
2013-09-08,Sunday,9,57.2,1,0,0,0,0,49
2013-09-09,Monday,9,46.0,1,0,0,1,0,52
2013-09-10,Tuesday,9,72.0,0,0,0,0,0,43
2013-09-11,Wednesday,9,57.9,0,0,0,0,0,44
2013-09-12,Thursday,9,35.4,0,0,0,0,0,39
2013-09-13,Friday,9,53.8,1,0,0,0,0,41
2013-09-14,Saturday,9,47.0,1,0,0,0,0,48
2013-09-15,Sunday,9,60.8,0,0,0,0,0,50
2013-09-16,Monday,9,53.0,0,0,0,0,0,36
2013-09-17,Tuesday,9,53.9,0,0,0,0,0,30
2013-09-18,Wednesday,9,49.0,0,0,0,0,0,38
2013-09-19,Thursday,9,55.4,1,0,0,0,0,49
2013-09-20,Friday,9,61.6,0,0,0,0,0,35
2013-09-21,Saturday,9,64.1,0,0,0,0,0,45
2013-09-22,Sunday,9,54.7,1,0,0,1,0,52
2013-09-23,Monday,9,66.8,0,0,0,0,0,33
2013-09-24,Tuesday,9,48.1,0,0,0,1,0,42
2013-09-25,Wednesday,9,61.6,1,0,0,0,0,40
2013-09-26,Thursday,9,56.6,1,0,0,0,0,41
2013-09-27,Friday,9,57.2,1,0,0,0,1,39
2013-09-28,Saturday,9,56.3,0,0,0,0,1,50
2013-09-29,Sunday,9,68.7,0,0,0,0,1,48
2013-09-30,Monday,9,55.7,0,0,0,0,1,32
2013-10-01,Tuesday,10,61.0,0,0,0,0,0,34
2013-10-02,Wednesday,10,59.3,0,0,0,0,0,34
2013-10-03,Thursday,10,71.3,0,0,0,0,0,46
2013-10-04,Friday,10,54.4,1,0,0,0,0,48
2013-10-05,Saturday,10,56.4,0,0,0,0,0,44
2013-10-06,Sunday,10,52.2,0,0,0,1,0,51
2013-10-07,Monday,10,59.7,0,0,0,0,0,41
2013-10-08,Tuesday,10,50.6,1,0,0,0,0,38
2013-10-09,Wednesday,10,64.1,0,0,0,0,0,35
2013-10-10,Thursday,10,63.5,0,0,0,0,0,30
2013-10-11,Friday,10,59.4,0,0,0,0,0,38
2013-10-12,Saturday,10,50.4,1,0,0,0,0,48
2013-10-13,Sunday,10,62.1,0,0,0,0,0,50
2013-10-14,Monday,10,63.2,0,0,0,0,0,32
2013-10-15,Tuesday,10,52.0,0,0,0,0,0,36
2013-10-16,Wednesday,10,51.5,0,0,0,1,0,38
2013-10-17,Thursday,10,77.6,1,0,0,0,0,39
2013-10-18,Friday,10,65.6,0,0,0,0,0,36
2013-10-19,Saturday,10,52.4,0,0,0,0,0,38
2013-10-20,Sunday,10,54.9,1,0,0,0,0,54
2013-10-21,Monday,10,54.2,0,0,0,0,0,37
2013-10-22,Tuesday,10,63.3,0,0,0,0,0,34
2013-10-23,Wednesday,10,58.7,1,0,0,0,0,36
2013-10-24,Thursday,10,59.6,1,0,0,0,0,48
2013-10-25,Friday,10,63.6,0,0,0,0,0,38
2013-10-26,Saturday,10,61.2,1,0,0,0,0,47
2013-10-27,Sunday,10,61.1,0,0,0,0,1,54
2013-10-28,Monday,10,61.4,1,0,0,0,1,45
2013-10-29,Tuesday,10,57.3,0,0,0,0,1,43
2013-10-30,Wednesday,10,55.8,1,0,0,1,1,52
2013-10-31,Thursday,10,47.4,0,0,0,0,1,35
2013-11-01,Friday,11,37.8,1,0,0,0,0,44
2013-11-02,Saturday,11,43.4,1,0,0,0,0,37
2013-11-03,Sunday,11,42.9,0,0,0,0,0,45
2013-11-04,Monday,11,34.6,0,0,0,0,0,38
2013-11-05,Tuesday,11,43.4,0,0,0,0,0,42
2013-11-06,Wednesday,11,37.1,0,0,0,1,0,51
2013-11-07,Thursday,11,44.5,0,0,0,0,0,37
2013-11-08,Friday,11,49.5,0,0,0,0,0,36
2013-11-09,Saturday,11,40.9,0,0,0,0,0,38
2013-11-10,Sunday,11,39.0,1,0,0,0,0,48
2013-11-11,Monday,11,46.1,0,0,0,0,0,42
2013-11-12,Tuesday,11,37.1,0,0,0,0,0,35
2013-11-13,Wednesday,11,46.6,1,0,0,0,0,42
2013-11-14,Thursday,11,41.2,1,0,0,0,0,41
2013-11-15,Friday,11,42.3,1,0,0,0,0,33
2013-11-16,Saturday,11,47.2,0,0,0,1,0,51
2013-11-17,Sunday,11,36.3,0,0,0,0,0,41
2013-11-18,Monday,11,19.8,1,0,0,0,0,50
2013-11-19,Tuesday,11,41.4,0,0,0,0,0,33
2013-11-20,Wednesday,11,45.9,0,0,0,0,0,39
2013-11-21,Thursday,11,43.2,0,0,0,0,0,39
2013-11-22,Friday,11,38.2,0,0,0,0,0,32
2013-11-23,Saturday,11,45.9,1,0,0,0,0,53
2013-11-24,Sunday,11,34.5,0,0,0,0,0,52
2013-11-25,Monday,11,35.9,0,0,0,0,0,32
2013-11-26,Tuesday,11,37.5,1,0,0,0,0,44
2013-11-27,Wednesday,11,38.4,0,0,0,0,1,48
2013-11-28,Thursday,11,46.1,0,0,1,0,1,52
2013-11-29,Friday,11,32.2,0,0,0,0,1,47
2013-11-30,Saturday,11,41.9,1,0,0,0,1,47
2013-12-01,Sunday,12,5.2,1,0,0,0,0,56
2013-12-02,Monday,12,25.6,0,0,0,0,0,48
2013-12-03,Tuesday,12,17.8,0,0,0,0,0,48
2013-12-04,Wednesday,12,25.7,0,0,0,0,0,41
2013-12-05,Thursday,12,30.7,0,1,0,0,0,47
2013-12-06,Friday,12,27.7,0,0,0,0,0,46
2013-12-07,Saturday,12,17.8,0,0,0,0,0,58
2013-12-08,Sunday,12,12.1,1,0,0,0,0,54
2013-12-09,Monday,12,14.3,1,0,0,0,0,53
2013-12-10,Tuesday,12,24.7,0,0,0,0,0,45
2013-12-11,Wednesday,12,13.0,0,1,0,0,0,58
2013-12-12,Thursday,12,2.0,0,0,0,0,0,54
2013-12-13,Friday,12,16.3,0,0,0,0,0,47
2013-12-14,Saturday,12,26.7,0,0,0,0,0,55
2013-12-15,Sunday,12,28.2,0,1,0,1,0,58
2013-12-16,Monday,12,21.9,1,0,0,0,0,60
2013-12-17,Tuesday,12,12.6,0,1,0,1,0,57
2013-12-18,Wednesday,12,41.4,1,1,0,0,0,46
2013-12-19,Thursday,12,32.8,0,0,0,0,0,48
2013-12-20,Friday,12,17.1,0,1,0,0,0,53
2013-12-21,Saturday,12,19.7,0,0,0,0,0,57
2013-12-22,Sunday,12,11.6,0,0,0,0,0,67
2013-12-23,Monday,12,30.9,0,1,0,0,0,50
2013-12-24,Tuesday,12,11.1,0,0,0,0,0,57
2013-12-25,Wednesday,12,14.3,0,0,1,0,0,55
2013-12-26,Thursday,12,32.3,1,0,0,0,0,53
2013-12-27,Friday,12,15.9,0,0,0,1,1,61
2013-12-28,Saturday,12,17.9,0,0,0,0,1,56
2013-12-29,Sunday,12,20.4,0,0,0,1,1,73
2013-12-30,Monday,12,8.5,0,0,0,0,1,54
2013-12-31,Tuesday,12,23.4,1,1,0,0,1,62
2014-01-01,Wednesday,1,13.3,1,1,1,0,0,66
2014-01-02,Thursday,1,17.6,0,0,0,0,0,46
2014-01-03,Friday,1,17.3,1,1,0,0,0,58
2014-01-04,Saturday,1,31.3,0,0,0,1,0,66
2014-01-05,Sunday,1,32.5,0,0,0,1,0,63
2014-01-06,Monday,1,10.0,0,0,0,0,0,51
2014-01-07,Tuesday,1,4.2,0,0,0,0,0,50
2014-01-08,Wednesday,1,25.5,0,1,0,0,0,52
2014-01-09,Thursday,1,14.7,0,0,0,0,0,50
2014-01-10,Friday,1,10.7,1,0,0,0,0,54
2014-01-11,Saturday,1,-0.5,0,0,0,0,0,70
2014-01-12,Sunday,1,15.0,0,0,0,0,0,52
2014-01-13,Monday,1,35.4,1,0,0,0,0,48
2014-01-14,Tuesday,1,8.4,1,1,0,0,0,64
2014-01-15,Wednesday,1,28.8,0,0,0,0,0,46
2014-01-16,Thursday,1,10.0,0,0,0,0,0,56
2014-01-17,Friday,1,23.9,0,1,0,0,0,52
2014-01-18,Saturday,1,18.0,0,0,0,0,0,58
2014-01-19,Sunday,1,4.4,0,0,0,0,0,55
2014-01-20,Monday,1,11.6,1,0,0,0,0,52
2014-01-21,Tuesday,1,26.9,0,1,0,0,0,50
2014-01-22,Wednesday,1,18.8,0,1,0,0,0,58
2014-01-23,Thursday,1,-2.1,0,0,0,0,0,55
2014-01-24,Friday,1,18.5,0,0,0,0,0,50
2014-01-25,Saturday,1,13.8,0,0,0,0,0,61
2014-01-26,Sunday,1,18.9,0,0,0,0,0,60
2014-01-27,Monday,1,26.3,0,0,0,0,1,45
2014-01-28,Tuesday,1,15.0,0,1,0,0,1,57
2014-01-29,Wednesday,1,18.0,0,0,0,0,1,59
2014-01-30,Thursday,1,11.5,1,0,0,0,1,61
2014-01-31,Friday,1,10.7,1,1,0,0,1,72
2014-02-01,Saturday,2,19.5,0,0,0,0,0,54
2014-02-02,Sunday,2,24.4,0,1,0,1,0,72
2014-02-03,Monday,2,8.3,1,0,0,0,0,53
2014-02-04,Tuesday,2,18.2,0,0,0,0,0,44
2014-02-05,Wednesday,2,13.8,1,0,0,0,0,64
2014-02-06,Thursday,2,0.8,1,1,0,0,0,56
2014-02-07,Friday,2,23.8,1,0,0,0,0,50
2014-02-08,Saturday,2,23.6,0,0,0,0,0,63
2014-02-09,Sunday,2,6.0,0,1,0,0,0,66
2014-02-10,Monday,2,28.6,0,0,0,0,0,43
2014-02-11,Tuesday,2,18.7,0,0,0,0,0,49
2014-02-12,Wednesday,2,4.6,0,1,0,0,0,53
2014-02-13,Thursday,2,25.4,1,1,0,0,0,60
2014-02-14,Friday,2,14.2,0,1,0,0,0,51
2014-02-15,Saturday,2,13.1,0,0,0,0,0,64
2014-02-16,Sunday,2,13.8,1,0,0,0,0,57
2014-02-17,Monday,2,23.5,1,1,0,0,0,65
2014-02-18,Tuesday,2,2.5,1,0,0,1,0,58
2014-02-19,Wednesday,2,34.4,1,0,0,1,0,56
2014-02-20,Thursday,2,21.2,0,1,0,0,0,52
2014-02-21,Friday,2,24.9,0,0,0,0,0,54
2014-02-22,Saturday,2,10.5,0,1,0,0,0,65
2014-02-23,Sunday,2,27.9,0,0,0,0,0,54
2014-02-24,Monday,2,35.7,1,0,0,0,0,37
2014-02-25,Tuesday,2,12.4,0,1,0,0,0,59
2014-02-26,Wednesday,2,21.9,0,0,0,0,0,40
2014-02-27,Thursday,2,25.0,0,0,0,0,1,56
2014-02-28,Friday,2,45.6,0,0,0,0,1,44
2014-03-01,Saturday,3,34.7,0,0,0,1,0,61
2014-03-02,Sunday,3,53.5,0,0,0,0,0,36
2014-03-03,Monday,3,50.8,0,0,0,0,0,38
2014-03-04,Tuesday,3,42.3,0,0,0,0,0,39
2014-03-05,Wednesday,3,39.9,1,0,0,0,0,35
2014-03-06,Thursday,3,26.5,0,0,0,0,0,46
2014-03-07,Friday,3,27.2,0,0,0,0,0,50
2014-03-08,Saturday,3,41.7,0,0,0,0,0,51
2014-03-09,Sunday,3,37.6,1,0,0,0,0,48
2014-03-10,Monday,3,32.0,0,0,0,0,0,48
2014-03-11,Tuesday,3,46.4,0,0,0,0,0,38
2014-03-12,Wednesday,3,48.1,0,0,0,0,0,46
2014-03-13,Thursday,3,46.3,1,0,0,0,0,38
2014-03-14,Friday,3,31.0,1,0,0,0,0,55
2014-03-15,Saturday,3,25.2,1,0,0,0,0,62
2014-03-16,Sunday,3,33.7,0,0,0,0,0,48
2014-03-17,Monday,3,44.9,0,0,0,0,0,41
2014-03-18,Tuesday,3,45.4,0,0,0,0,0,31
2014-03-19,Wednesday,3,56.9,0,0,0,0,0,45
2014-03-20,Thursday,3,46.3,0,0,0,0,0,41
2014-03-21,Friday,3,54.2,0,0,0,0,0,39
2014-03-22,Saturday,3,37.1,1,0,0,0,0,45
2014-03-23,Sunday,3,51.7,0,0,0,0,0,29
2014-03-24,Monday,3,34.8,0,0,0,0,0,50
2014-03-25,Tuesday,3,38.1,0,0,0,0,0,41
2014-03-26,Wednesday,3,46.0,0,0,0,0,0,42
2014-03-27,Thursday,3,52.7,0,0,0,0,1,40
2014-03-28,Friday,3,39.7,0,0,0,0,1,43
2014-03-29,Saturday,3,48.5,0,0,0,0,1,42
2014-03-30,Sunday,3,48.7,1,0,0,0,1,57
2014-03-31,Monday,3,29.8,0,0,0,0,1,46
2014-04-01,Tuesday,4,36.8,0,0,0,0,0,38
2014-04-02,Wednesday,4,43.5,0,0,0,0,0,39
2014-04-03,Thursday,4,42.2,0,0,0,0,0,30
2014-04-04,Friday,4,32.2,0,0,0,0,0,40
2014-04-05,Saturday,4,36.5,0,0,0,0,0,46
2014-04-06,Sunday,4,39.3,0,0,0,0,0,50
2014-04-07,Monday,4,40.3,0,0,0,0,0,31
2014-04-08,Tuesday,4,44.8,1,0,0,0,0,51
2014-04-09,Wednesday,4,36.5,1,0,0,0,0,41
2014-04-10,Thursday,4,31.9,0,0,0,0,0,39
2014-04-11,Friday,4,44.3,0,0,0,0,0,47
2014-04-12,Saturday,4,45.1,0,0,0,0,0,45
2014-04-13,Sunday,4,55.1,0,0,0,0,0,47
2014-04-14,Monday,4,44.6,0,0,0,0,0,37
2014-04-15,Tuesday,4,28.4,0,0,0,0,0,40
2014-04-16,Wednesday,4,44.5,0,0,0,0,0,44
2014-04-17,Thursday,4,38.4,0,0,0,0,0,42
2014-04-18,Friday,4,43.0,0,0,0,0,0,35
2014-04-19,Saturday,4,32.9,0,0,0,0,0,50
2014-04-20,Sunday,4,36.3,0,0,0,0,0,45
2014-04-21,Monday,4,37.0,0,0,0,0,0,30
2014-04-22,Tuesday,4,38.6,1,0,0,0,0,43
2014-04-23,Wednesday,4,42.1,0,0,0,0,0,38
2014-04-24,Thursday,4,49.0,1,0,0,0,0,45
2014-04-25,Friday,4,33.5,0,0,0,0,0,47
2014-04-26,Saturday,4,37.3,1,0,0,0,0,50
2014-04-27,Sunday,4,34.5,0,0,0,0,1,58
2014-04-28,Monday,4,39.8,0,0,0,0,1,33
2014-04-29,Tuesday,4,36.8,1,0,0,0,1,49
2014-04-30,Wednesday,4,35.4,0,0,0,0,1,51
2014-05-01,Thursday,5,53.2,0,0,0,0,0,33
2014-05-02,Friday,5,57.8,1,0,0,0,0,39
2014-05-03,Saturday,5,52.4,0,0,0,1,0,57
2014-05-04,Sunday,5,65.8,0,0,0,0,0,45
2014-05-05,Monday,5,70.0,0,0,0,0,0,32
2014-05-06,Tuesday,5,65.0,0,0,0,0,0,36
2014-05-07,Wednesday,5,65.2,0,0,0,0,0,33
2014-05-08,Thursday,5,70.6,0,0,0,0,0,38
2014-05-09,Friday,5,56.3,0,0,0,0,0,41
2014-05-10,Saturday,5,61.9,0,0,0,0,0,32
2014-05-11,Sunday,5,57.0,0,0,0,0,0,37
2014-05-12,Monday,5,58.5,1,0,0,0,0,32
2014-05-13,Tuesday,5,65.5,0,0,0,0,0,40
2014-05-14,Wednesday,5,60.7,0,0,0,0,0,40
2014-05-15,Thursday,5,62.1,0,0,0,1,0,43
2014-05-16,Friday,5,53.0,0,0,0,1,0,51
2014-05-17,Saturday,5,64.1,1,0,0,1,0,50
2014-05-18,Sunday,5,52.7,0,0,0,0,0,43
2014-05-19,Monday,5,60.9,0,0,0,0,0,36
2014-05-20,Tuesday,5,56.9,0,0,0,0,0,39
2014-05-21,Wednesday,5,52.2,0,0,0,0,0,42
2014-05-22,Thursday,5,57.1,0,0,0,0,0,39
2014-05-23,Friday,5,65.7,0,0,0,0,0,33
2014-05-24,Saturday,5,60.4,1,0,0,0,0,47
2014-05-25,Sunday,5,62.9,1,0,0,0,0,40
2014-05-26,Monday,5,52.2,1,0,0,0,0,33
2014-05-27,Tuesday,5,50.3,0,0,0,0,1,44
2014-05-28,Wednesday,5,61.9,0,0,0,0,1,42
2014-05-29,Thursday,5,69.8,0,0,0,0,1,45
2014-05-30,Friday,5,55.6,1,0,0,0,1,39
2014-05-31,Saturday,5,65.6,1,0,0,0,1,57
2014-06-01,Sunday,6,56.3,0,0,0,0,0,43
2014-06-02,Monday,6,66.3,0,0,0,0,0,45
2014-06-03,Tuesday,6,71.0,1,0,0,0,0,45
2014-06-04,Wednesday,6,70.1,0,0,0,0,0,45
2014-06-05,Thursday,6,69.0,0,0,0,0,0,42
2014-06-06,Friday,6,54.2,0,0,0,0,0,31
2014-06-07,Saturday,6,60.8,0,0,0,0,0,42
2014-06-08,Sunday,6,45.3,0,0,0,0,0,43
2014-06-09,Monday,6,51.1,0,0,0,0,0,38
2014-06-10,Tuesday,6,56.3,1,0,0,0,0,41
2014-06-11,Wednesday,6,47.3,1,0,0,0,0,34
2014-06-12,Thursday,6,63.6,0,0,0,0,0,38
2014-06-13,Friday,6,51.9,0,0,0,1,0,42
2014-06-14,Saturday,6,66.2,0,0,0,0,0,45
2014-06-15,Sunday,6,60.3,0,0,0,0,0,46
2014-06-16,Monday,6,63.5,0,0,0,0,0,38
2014-06-17,Tuesday,6,65.8,0,0,0,0,0,32
2014-06-18,Wednesday,6,56.8,0,0,0,0,0,34
2014-06-19,Thursday,6,55.5,0,0,0,0,0,37
2014-06-20,Friday,6,76.5,1,0,0,0,0,35
2014-06-21,Saturday,6,58.2,0,0,0,0,0,43
2014-06-22,Sunday,6,65.8,1,0,0,0,0,47
2014-06-23,Monday,6,52.9,0,0,0,0,0,44
2014-06-24,Tuesday,6,58.2,0,0,0,0,0,34
2014-06-25,Wednesday,6,57.1,1,0,0,0,0,40
2014-06-26,Thursday,6,59.6,0,0,0,0,0,36
2014-06-27,Friday,6,58.2,0,0,0,0,1,44
2014-06-28,Saturday,6,58.9,0,0,0,0,1,52
2014-06-29,Sunday,6,57.9,1,0,0,0,1,52
2014-06-30,Monday,6,62.1,0,0,0,0,1,45
2014-07-01,Tuesday,7,77.0,1,0,0,0,0,44
2014-07-02,Wednesday,7,82.9,0,0,0,0,0,32
2014-07-03,Thursday,7,78.4,0,0,0,0,0,42
2014-07-04,Friday,7,85.7,0,0,1,0,0,46
2014-07-05,Saturday,7,75.1,0,0,0,0,0,34
2014-07-06,Sunday,7,66.1,1,0,0,0,0,48
2014-07-07,Monday,7,68.2,0,0,0,1,0,39
2014-07-08,Tuesday,7,70.0,0,0,0,0,0,36
2014-07-09,Wednesday,7,69.2,0,0,0,0,0,30
2014-07-10,Thursday,7,78.3,0,0,0,0,0,35
2014-07-11,Friday,7,88.2,0,0,0,0,0,36
2014-07-12,Saturday,7,73.3,0,0,0,0,0,45
2014-07-13,Sunday,7,79.5,0,0,0,0,0,45
2014-07-14,Monday,7,70.5,1,0,0,0,0,46
2014-07-15,Tuesday,7,78.2,0,0,0,0,0,41
2014-07-16,Wednesday,7,70.8,0,0,0,0,0,32
2014-07-17,Thursday,7,77.8,0,0,0,0,0,30
2014-07-18,Friday,7,73.1,0,0,0,0,0,38
2014-07-19,Saturday,7,65.6,1,0,0,0,0,48
2014-07-20,Sunday,7,74.4,0,0,0,0,0,46
2014-07-21,Monday,7,71.5,0,0,0,0,0,41
2014-07-22,Tuesday,7,68.8,0,0,0,0,0,42
2014-07-23,Wednesday,7,70.4,0,0,0,0,0,27
2014-07-24,Thursday,7,81.8,1,0,0,0,0,36
2014-07-25,Friday,7,82.6,0,0,0,0,0,34
2014-07-26,Saturday,7,68.2,0,0,0,0,0,53
2014-07-27,Sunday,7,80.9,0,0,0,0,1,52
2014-07-28,Monday,7,75.1,0,0,0,0,1,44
2014-07-29,Tuesday,7,73.4,0,0,0,0,1,39
2014-07-30,Wednesday,7,74.1,1,0,0,0,1,46
2014-07-31,Thursday,7,83.6,0,0,0,0,1,44
2014-08-01,Friday,8,63.8,0,0,0,1,0,44
2014-08-02,Saturday,8,76.8,1,0,0,0,0,48
2014-08-03,Sunday,8,79.5,0,0,0,0,0,45
2014-08-04,Monday,8,85.9,0,0,0,0,0,38
2014-08-05,Tuesday,8,80.4,0,0,0,0,0,36
2014-08-06,Wednesday,8,77.4,0,0,0,0,0,38
2014-08-07,Thursday,8,81.6,0,0,0,0,0,37
2014-08-08,Friday,8,80.1,0,0,0,0,0,39
2014-08-09,Saturday,8,80.0,0,0,0,0,0,48
2014-08-10,Sunday,8,78.2,0,0,0,0,0,48
2014-08-11,Monday,8,76.3,1,0,0,0,0,41
2014-08-12,Tuesday,8,66.2,0,0,0,0,0,38
2014-08-13,Wednesday,8,76.4,0,0,0,0,0,35
2014-08-14,Thursday,8,69.1,0,0,0,0,0,32
2014-08-15,Friday,8,75.4,0,0,0,0,0,24
2014-08-16,Saturday,8,70.2,0,0,0,0,0,37
2014-08-17,Sunday,8,70.5,0,0,0,0,0,48
2014-08-18,Monday,8,74.6,0,0,0,0,0,34
2014-08-19,Tuesday,8,75.6,0,0,0,0,0,34
2014-08-20,Wednesday,8,81.9,0,0,0,0,0,43
2014-08-21,Thursday,8,76.4,1,0,0,0,0,36
2014-08-22,Friday,8,65.1,0,0,0,0,0,37
2014-08-23,Saturday,8,71.4,0,0,0,0,0,38
2014-08-24,Sunday,8,75.0,1,0,0,0,0,48
2014-08-25,Monday,8,74.9,0,0,0,0,0,36
2014-08-26,Tuesday,8,81.5,0,0,0,0,0,44
2014-08-27,Wednesday,8,84.8,1,0,0,0,1,37
2014-08-28,Thursday,8,71.8,1,0,0,0,1,53
2014-08-29,Friday,8,70.2,1,0,0,0,1,57
2014-08-30,Saturday,8,74.5,0,0,0,0,1,54
2014-08-31,Sunday,8,79.1,0,0,0,0,1,48
2014-09-01,Monday,9,60.8,0,0,0,0,0,36
2014-09-02,Tuesday,9,61.1,0,0,0,0,0,37
2014-09-03,Wednesday,9,58.2,1,0,0,0,0,41
2014-09-04,Thursday,9,59.1,1,0,0,0,0,37
2014-09-05,Friday,9,58.8,0,0,0,0,0,43
2014-09-06,Saturday,9,53.5,0,0,0,0,0,45
2014-09-07,Sunday,9,58.6,1,0,0,0,0,47
2014-09-08,Monday,9,64.3,1,0,0,0,0,35
2014-09-09,Tuesday,9,65.1,0,0,0,1,0,44
2014-09-10,Wednesday,9,61.6,1,0,0,0,0,41
2014-09-11,Thursday,9,72.6,1,0,0,0,0,40
2014-09-12,Friday,9,64.0,0,0,0,0,0,39
2014-09-13,Saturday,9,59.0,1,0,0,0,0,50
